gonáda	0	
kolonáda	0	
monáda	0	
nymfa	1	mythical
mikroslužba	0	
limonáda	0	
kanonáda	0	
retroslužba	0	
tamponáda	0	
citronáda	0	
robinsonáda	0	
baštonáda	0	
robinzonáda	0	
vnada	0	
návnada	0	
maca	0	
chapada	0	
snacha	1	human
eskapáda	0	
špáda	0	
macecha	1	human
máca	0	
wicca	0	
rada	0	
maškaráda	0	
paráda	0	
dechparáda	0	
hitparáda	0	
respublica	0	
superhitparáda	0	
šaráda	0	
brada	0	
banica	0	
electronica	0	
neplecha	0	
vazba	0	
kapustnica	0	
velerada	0	
náhrada	0	
zahrada	0	
záhrada	0	
biozahrada	0	
přehrada	0	
travarica	0	
minipřehrada	0	
příhrada	0	
čubrica	0	
pljeskavica	0	
ohrada	0	
úhrada	0	
výhrada	0	
rozhrada	0	
tiráda	0	
doráda	0	
porada	0	
předporada	0	
mrcha	1	human
tetráda	0	
intráda	0	
estráda	0	
gymnaestráda	0	
švica	0	
autostráda	0	
neposlucha	1	human
balustráda	0	
úrada	0	
zrada	0	
zráda	0	
coca	0	
ayahuasca	0	
velezrada	0	
sambuca	0	
vlastizrada	0	
řada	0	
lozovača	0	
meziřada	0	
sada	0	
limča	0	
hrča	0	
trvča	0	
pyča	0	
ambasáda	0	
fasáda	0	
dědkiáda	0	
kafkiáda	0	
perníkiáda	0	
sviňucha	1	animal
násada	0	
voříškiáda	0	
exneriáda	0	
ministeriáda	0	
pythagoriáda	0	
triada	0	
zásada	0	
robotiáda	0	
podsada	0	
sakáda	0	
palisáda	0	
antihvězda	0	
přísada	0	
mikrosakáda	0	
osada	0	
posada	0	
úsada	0	
výsada	0	
antidekáda	0	
moucha	1	animal
upanišada	0	
nenálada	0	
mikronálada	0	
rošáda	0	
vada	0	
ropucha	1	animal
váda	0	
vlajkokláda	0	
homokláda	0	
théraváda	0	
letucha	1	animal
pornokláda	0	
ballada	0	
piňakoláda	0	
závada	0	
novičokoláda	0	
novočokoláda	0	
levada	0	
triáda	0	
čekuláda	0	
minivláda	0	
rychlopomáda	0	
neckyáda	0	
dryáda	0	
oranžáda	0	
superarmáda	0	
empanada	0	
lambda	0	
běda	0	
tapenáda	0	
potěmkináda	0	
slanináda	0	
poletucha	1	animal
lebeda	0	
galaparáda	0	
abeceda	0	
koleda	0	
záhněda	0	
grada	0	
středa	0	
předzahrada	0	
ekozahrada	0	
mikrozahrada	0	
beseda	0	
superzahrada	0	
profiřada	0	
véda	0	
věda	0	
pavěda	0	
vševěda	0	
vlastivěda	0	
přírodověda	0	
pseudověda	0	
děvucha	1	human
duchověda	0	
knihověda	0	
bohověda	0	
jazykověda	0	
termofasáda	0	
sobrasada	0	
tělověda	0	
uměnověda	0	
technověda	0	
běluha	1	animal
neurověda	0	
státověda	0	
zdravověda	0	
výzvěda	0	
rezeda	0	
bída	0	
silicida	0	
infanticida	0	
pseudozásada	0	
genocida	0	
minisada	0	
kandida	0	
cefeida	0	
egida	0	
panychida	0	
syfilida	0	
straka	1	animal
neurosyfilida	0	
slída	0	
pyramida	0	
avenida	0	
hnida	0	
pyknida	0	
toroida	0	
elektrosada	0	
leváda	0	
bondyáda	0	
d'Adda	0	
sinusoida	0	
efemerida	0	
paravěda	0	
korida	0	
křída	0	
třída	0	
extratřída	0	
podtřída	0	
supertřída	0	
střída	0	
kasída	0	
apsida	0	
kapsida	0	
chromatida	0	
karyatida	0	
tromboflebitida	0	
apendicitida	0	
appendicitida	0	
kamevéda	0	
arachnoiditida	0	
babka	1	human
mastoiditida	0	
nevěda	0	
perikarditida	0	
endokarditida	0	
myokarditida	0	
laryngotracheitida	0	
ezofagitida	0	
cholangitida	0	
geověda	0	
meningitida	0	
salpingitida	0	
faryngitida	0	
laryngofaryngitida	0	
nanověda	0	
laryngitida	0	
rachitida	0	
bronchitida	0	
orchitida	0	
encefalitida	0	
panencefalitida	0	
meningoencefalitida	0	
právověda	0	
ajurvéda	0	
morbida	0	
myelitida	0	
osteomyelitida	0	
poliomyelitida	0	
urbicida	0	
encefalomyelitida	0	
tonzilitida	0	
alveolitida	0	
kolitida	0	
enterokolitida	0	
vaskulitida	0	
celulitida	0	
spondylitida	0	
tendinitida	0	
rinitida	0	
mediastinitida	0	
pneumonitida	0	
democida	0	
prababka	1	human
etnocida	0	
myriáda	0	
fetocida	0	
peritonitida	0	
pelveoperitonitida	0	
kolpitida	0	
pulpitida	0	
candida	0	
chondritida	0	
termokřída	0	
perichondritida	0	
absida	0	
skleritida	0	
polyangiitida	0	
žabka	1	animal
blbka	1	human
enteritida	0	
gastroenteritida	0	
arteritida	0	
nefritida	0	
pyelonefritida	0	
glomerulonefritida	0	
metritida	0	
parametritida	0	
uretritida	0	
botritida	0	
artritida	0	
polyartritida	0	
gastritida	0	
pleuritida	0	
neuritida	0	
polyradikuloneuritida	0	
polyneuritida	0	
sinusitida	0	
snobka	1	human
pansinusitida	0	
pankreatitida	0	
dlouhozobka	1	animal
stomatitida	0	
dermatitida	0	
chorioamniitida	0	
hepatitida	0	
prostatitida	0	
proktitida	0	
čubka	1	animal
periodontitida	0	
parodontitida	0	
osůbka	1	human
otitida	0	
parotitida	0	
mastitida	0	
vosůbka	1	human
arteriitida	0	
ostitida	0	
periostitida	0	
cystitida	0	
cholecystitida	0	
vulvitida	0	
adnexitida	0	
polyserozitida	0	
burzitida	0	
arktida	0	
subarktida	0	
karotida	0	
parotida	0	
cystida	0	
botrytida	0	
likvida	0	
svída	0	
chajda	0	
kajda	0	
alKajdá	0	
pankolitida	0	
kulajda	0	
majda	0	
rybka	1	animal
pajda	0	
rajda	0	
trajda	0	
kejda	0	
vestibulitida	0	
folikulitida	0	
divertikulitida	0	
kecka	1	human
rejda	0	
halda	0	
neurodermitida	0	
špalda	0	
biošpalda	0	
kvalda	0	
lymfadenitida	0	
ficka	1	human
filda	0	
gilda	0	
tilda	0	
mulda	0	
banda	0	
sarabanda	0	
komplicka	1	human
propaganda	0	
koxitida	0	
kontrapropaganda	0	
sebepropaganda	0	
antipropaganda	0	
prachanda	0	
řachanda	0	
šuškanda	0	
palanda	0	
šalanda	0	
planda	0	
dermatomyozitida	0	
girlanda	0	
omajda	0	
manda	0	
panímanda	0	
panda	0	
srajda	0	
pracharanda	0	
veranda	0	
sajda	0	
legranda	0	
sranda	0	
tranda	0	
hopsanda	0	
falda	0	
kšanda	0	
šeptanda	0	
švanda	0	
micka	1	animal
žvanda	0	
prebenda	0	
novicka	1	human
dividenda	0	
agenda	0	
felda	0	
legenda	0	
milda	0	
hacienda	0	
válenda	0	
komenda	0	
čumenda	0	
pičičanda	0	
harenda	0	
merenda	0	
supervojanda	0	
remitenda	0	
spolunovicka	1	human
finda	0	
culifinda	0	
linda	0	
pinda	0	
honda	0	
žencká	1	human
fronda	0	
minigirlanda	0	
sonda	0	
bloncka	1	human
rulanda	0	
mikrosonda	0	
žakaranda	0	
socka	1	human
kolobrnda	0	
bunda	0	
cyklobunda	0	
dlabačka	1	human/non-human
burgunda	0	
junda	0	
kunda	0	
hrabačka	1	human/non-human
sekunda	0	
škrabačka	1	human/non-human
milisekunda	0	
pikosekunda	0	
nanosekunda	0	
mikrosekunda	0	
femtosekunda	0	
preparanda	0	
cmunda	0	
runda	0	
žbrunda	0	
rotunda	0	
bžunda	0	
darebačka	1	human
gynda	0	
brynda	0	
estébačka	1	human
silosranda	0	
óda	0	
svoboda	0	
nesvoboda	0	
pseudosvoboda	0	
geoda	0	
pagoda	0	
esenbačka	1	human
jahoda	0	
čtvrťanda	0	
gastrolegenda	0	
lahoda	0	
náhoda	0	
nehoda	0	
autonehoda	0	
příhoda	0	
dohoda	0	
nedohoda	0	
trojdohoda	0	
čtyřdohoda	0	
pohoda	0	
nepohoda	0	
shoda	0	
neshoda	0	
výhoda	0	
minda	0	
nevýhoda	0	
dioda	0	
fotodioda	0	
perioda	0	
meziperioda	0	
půlperioda	0	
kominda	0	
jeptinda	0	
termosonda	0	
žbrnda	0	
frnda	0	
šprnda	0	
fotoperioda	0	
trioda	0	
škoda	0	
renkloda	0	
termobunda	0	
superkunda	0	
móda	0	
komoda	0	
anoda	0	
synoda	0	
ekosvoboda	0	
nenáhoda	0	
skoronehoda	0	
megavýhoda	0	
kryptoškoda	0	
hospoda	0	
obroda	0	
příroda	0	
elektroda	0	
nemóda	0	
cyklomóda	0	
mikroelektroda	0	
úroda	0	
etnomóda	0	
retromóda	0	
antipříroda	0	
technopříroda	0	
škubačka	1	human/non-human
nadúroda	0	
neúroda	0	
rubačka	0	
soda	0	
katoda	0	
antikatoda	0	
pseudometoda	0	
eurometoda	0	
fotokatoda	0	
metoda	0	
rychlometoda	0	
mikrometoda	0	
pentoda	0	
voda	0	
nevoda	0	
provoda	0	
epizoda	0	
bombarda	0	
čarda	0	
darda	0	
garda	0	
avantgarda	0	
ohýbačka	1	human/non-human
půlmiliarda	0	
ekomiliarda	0	
vodovoda	0	
čtvrtmiliarda	0	
triliarda	0	
kokarda	0	
retrogarda	0	
prahorda	0	
komprda	0	
chůda	0	
škarda	0	
šuškarda	0	
kadibouda	0	
narda	0	
sarda	0	
mansarda	0	
petarda	0	
salakvarda	0	
nepůda	0	
herda	0	
perda	0	
čamrda	0	
pruda	0	
vejmrda	0	
horda	0	
neostuda	0	
pseudopravda	0	
skoropravda	0	
postpravda	0	
chorda	0	
morda	0	
minihrazda	0	
prda	0	
velehvězda	0	
podprda	0	
urda	0	
čurda	0	
búda	0	
mičuda	0	
duda	0	
rozhuda	0	
spoluhvězda	0	
nuda	0	
ekojízda	0	
bouda	0	
gouda	0	
hrouda	0	
půda	0	
sólojízda	0	
ruda	0	
odrůda	0	
nebrzda	0	
teodicea	0	
pseudoidea	0	
gudea	0	
zrůda	0	
etuda	0	
amplituda	0	
magnituda	0	
ostuda	0	
pravda	0	
nepravda	0	
polopravda	0	
prostopravda	0	
čtvrtpravda	0	
křivda	0	
mazda	0	
brázda	0	
hrazda	0	
trojhrazda	0	
silničačka	1	human
hvězda	0	
megahvězda	0	
prahvězda	0	
tříhvězda	0	
trojhvězda	0	
dvojhvězda	0	
pseudohvězda	0	
kinohvězda	0	
mikroortopediea	0	
protohvězda	0	
čtyřhvězda	0	
dvouhvězda	0	
ikea	0	
bugenvilea	0	
jízda	0	
cyklojízda	0	
krasojízda	0	
superjízda	0	
spolujízda	0	
mzda	0	
bougainvillea	0	
brzda	0	
rychlobrzda	0	
apnea	0	
parobrzda	0	
d'Andrea	0	
uzda	0	
korea	0	
vražda	0	
hydroxyurea	0	
sebevražda	0	
gafa	0	
otcovražda	0	
matkovražda	0	
kafa	0	
kralovražda	0	
královražda	0	
samovražda	0	
hadačka	1	human
synovražda	0	
bratrovražda	0	
echinacea	0	
pseudožirafa	0	
nakládačka	1	human/non-human
oleracea	0	
idea	0	
orchidea	0	
arachnoidea	0	
proktodea	0	
trachea	0	
pseudonymfa	0	
galea	0	
palea	0	
azalea	0	
kochlea	0	
alinea	0	
guinea	0	
kornea	0	
area	0	
chorea	0	
obkladačka	1	human/non-human
leukorea	0	
sialorea	0	
amenorea	0	
dysmenorea	0	
gonorea	0	
minikatastrofa	0	
obkládačka	1	human/non-human
urea	0	
purpurea	0	
odyssea	0	
nauzea	0	
karafa	0	
parafa	0	
agrafa	0	
šrafa	0	
trefa	0	
supertrefa	0	
haupttrefa	0	
superkatastrofa	0	
autoharfa	0	
buffa	0	
alfa	0	
lymfa	0	
hemolymfa	0	
tonfa	0	
strofa	0	
epanastrofa	0	
odkládačka	1	human/non-human
přikladačka	1	human/non-human
přikládačka	1	human/non-human
skládačka	1	human/non-human
katastrofa	0	
apostrofa	0	
harfa	0	
morfa	0	
anamorfa	0	
teleomorfa	0	
vykladačka	1	human/non-human
vykradačka	1	human/non-human
vykrádačka	1	human/non-human
lufa	0	
čufa	0	
hypertufa	0	
gaga	0	
jaga	0	
rozkrádačka	1	human/non-human
hledačka	1	human/non-human
hyfa	0	
malaga	0	
rága	0	
draga	0	
mega	0	
sága	0	
ohledačka	1	human/non-human
sci-fisága	0	
zvedačka	1	human/non-human
kvaga	0	
bodega	0	
léga	0	
omega	0	
giga	0	
zvědačka	1	human/non-human
liga	0	
extraliga	0	
cykloliga	0	
tipliga	0	
vyzvědačka	1	human
superliga	0	
pojídačka	1	human
interliga	0	
bundesliga	0	
riga	0	
briga	0	
triga	0	
striga	0	
sajga	0	
hlídačka	1	human
tajga	0	
arakanga	0	
falanga	0	
kananga	0	
mikrokoliga	0	
rodačka	1	human
improliga	0	
arenga	0	
sfinga	0	
meninga	0	
vodačka	1	human
syringa	0	
caatinga	0	
konga	0	
tonga	0	
obvoďačka	1	human
tunga	0	
snowboarďačka	1	human
doga	0	
espada	0	
synagoga	0	
euroliga	0	
synagóga	0	
jóga	0	
hathajóga	0	
bikramjóga	0	
ekloga	0	
droga	0	
piroga	0	
tóga	0	
džirga	0	
katorga	0	
fuga	0	
centrifuga	0	
tsuga	0	
bláha	0	
kvadriga	0	
dlaha	0	
dyáda	0	
tvrďačka	1	human
chimurenga	0	
študačka	1	human
bezďačka	1	human
napomahačka	1	human
podlaha	0	
vláha	0	
závlaha	0	
námaha	0	
yamaha	0	
snaha	0	
seringa	0	
dráha	0	
rychlodráha	0	
milonga	0	
cyklodráha	0	
autodráha	0	
čtyřdráha	0	
nástraha	0	
tantrajóga	0	
ostraha	0	
výstraha	0	
přísaha	0	
váha	0	
nadváha	0	
odvaha	0	
podváha	0	
převaha	0	
protiváha	0	
vodováha	0	
stereováha	0	
rovnováha	0	
nerovnováha	0	
povaha	0	
úvaha	0	
rozvaha	0	
žáha	0	
facha	0	
halacha	0	
šlacha	0	
macha	0	
papacha	0	
gravidjóga	0	
cucaracha	0	
vinijóga	0	
guaracha	0	
aerojóga	0	
řacha	0	
akrojóga	0	
banička	0	
nádcha	0	
lecha	0	
vymahačka	1	human
blecha	0	
vařecha	0	
střecha	0	
powerjóga	0	
čichačka	1	human/non-human
potěcha	0	
míchačka	1	human/non-human
jehněda	0	
útěcha	0	
hotjóga	0	
sebeútěcha	0	
posluchačka	1	human
cícha	0	
antidroga	0	
jícha	0	
lícha	0	
obíhačka	1	human/non-human
všelicha	0	
mícha	0	
řeřicha	0	
střihačka	1	human/non-human
biodroga	0	
murga	0	
šicha	0	
pleticha	0	
vícha	0	
dlužicha	0	
glajcha	0	
valcha	0	
střemcha	0	
stihačka	1	human/non-human
koncha	0	
platyrhyncha	0	
stíhačka	1	human/non-human
punčocha	0	
synekdocha	0	
plocha	0	
zeměplocha	0	
epocha	0	
švihačka	1	human/non-human
trhačka	1	human/non-human
trocha	0	
socha	0	
rozsocha	0	
archa	0	
nactiutrhačka	1	human
sprcha	0	
vrhačka	1	human/non-human
pascha	0	
kombucha	0	
záducha	0	
ruducha	0	
rouhačka	1	human
plucha	0	
tetlucha	0	
beluga	0	
druhačka	1	human
ďaha	0	
černucha	0	
cisterciačka	1	human
maniačka	1	human
trnucha	0	
minidlaha	0	
starucha	0	
porucha	0	
šrucha	0	
ostrucha	0	
tramvajačka	1	human
tucha	0	
zabijačka	1	human/non-human
předtucha	0	
potucha	0	
mezipodlaha	0	
zabíjačka	1	human/non-human
pišťucha	0	
žluťucha	0	
pýcha	0	
mikrozávlaha	0	
paradráha	0	
psycha	0	
psýcha	0	
pijačka	1	human
šleha	0	
něha	0	
líha	0	
kobliha	0	
koliha	0	
kniha	0	
maxikniha	0	
vláčkodráha	0	
dojačka	1	human/non-human
audiokniha	0	
kuličkodráha	0	
stojačka	1	human/non-human
fotokniha	0	
piha	0	
tíha	0	
fátiha	0	
supertíha	0	
mlha	0	
volha	0	
superdráha	0	
vlha	0	
mha	0	
záloha	0	
obloha	0	
předloha	0	
vojačka	1	human
děloha	0	
příloha	0	
fotopříloha	0	
poloha	0	
kačka	1	animal
mezipoloha	0	
sloha	0	
úloha	0	
praha	0	
podúloha	0	
neodvaha	0	
vloha	0	
flákačka	1	human/non-human
výloha	0	
retrováha	0	
rozloha	0	
žaha	0	
noha	0	
minoha	0	
pětinoha	0	
mátoha	0	
prha	0	
chacha	0	
cvakačka	1	human/non-human
srha	0	
cha-cha	0	
myrha	0	
duha	0	
chaluha	0	
opékačka	1	human/non-human
zásluha	0	
obsluha	0	
sebeobsluha	0	
samoobsluha	0	
posluha	0	
pornosnacha	0	
megařacha	0	
sekačka	1	human/non-human
úsluha	0	
stříkačka	1	human/non-human
výsluha	0	
smuha	0	
práskačka	1	human/non-human
čmouha	0	
šmouha	0	
pleskačka	1	human/non-human
strouha	0	
tleskačka	1	human/non-human
bebecha	0	
touha	0	
mrskačka	1	human/non-human
zádruha	0	
kukačka	1	animal
samodruhá	0	
zpruha	0	
vzpruha	0	
struha	0	
ostruha	0	
tuha	0	
stuha	0	
výztuha	0	
dýha	0	
polykačka	1	human
lodyha	0	
rýha	0	
ministřecha	0	
vidlačka	1	human
fabia	0	
silačka	1	human
vysílačka	1	human/non-human
tibia	0	
dacia	0	
boccia	0	
monstrstřecha	0	
felicia	0	
lancia	0	
chicha	0	
textilačka	1	human
školačka	1	human
uncia	0	
commedia	0	
kukicha	0	
meziplocha	0	
energeia	0	
alétheia	0	
kalokagathia	0	
passacaglia	0	
mirabilia	0	
sinfonia	0	
paranoia	0	
okapia	0	
ria	0	
velkoplocha	0	
šaría	0	
pataria	0	
hyperplocha	0	
choria	0	
ekklésia	0	
záškolačka	1	human
octavia	0	
abája	0	
předškolačka	1	human
májá	0	
středoškolačka	1	human
papája	0	
kybersocha	0	
avidjá	0	
ahmadíja	0	
mahdíja	0	
alija	0	
matriarcha	0	
arcimrcha	0	
kádiríja	0	
soja	0	
sója	0	
bryja	0	
abaka	0	
čáka	0	
klaka	0	
převlaka	0	
kapscha	0	
hamaka	0	
kloaka	0	
páka	0	
alpaka	0	
šaltpáka	0	
karaka	0	
braka	0	
čabraka	0	
taka	0	
ataka	0	
matcha	0	
kvaka	0	
kocábka	0	
fabka	0	
vysokoškolačka	1	human
fábka	0	
prohrábka	0	
škrabka	0	
výškrabka	0	
hudebka	0	
lebka	0	
mahalebka	0	
kolébka	0	
zkušebka	0	
služebka	0	
nádobka	0	
chudobka	0	
kobka	0	
skobka	0	
hrobka	0	
osobka	0	
vrbka	0	
ďubka	0	
ozdůbka	0	
hubka	0	
jednohubka	0	
palubka	0	
hloubka	0	
hrubka	0	
trubka	0	
jazztrubka	0	
apalucha	0	
bělozubka	0	
chybka	0	
shybka	0	
výhybka	0	
facka	0	
placka	0	
packa	0	
legrácka	0	
pracka	0	
robomoucha	0	
dvacka	0	
decka	0	
půldecka	0	
dvoudecka	0	
pecka	0	
rabicka	0	
klícka	0	
superhvězda	0	
nicka	0	
pícka	0	
noticka	0	
filcka	0	
kredencká	0	
šprcka	0	
pomůcka	0	
tabačka	0	
jebačka	0	
líbačka	0	
šibačka	0	
zubačka	0	
plácačka	0	
prcačka	0	
zakládačka	0	
rozkládačka	0	
minohledačka	0	
sedačka	0	
zasedačka	0	
třísedačka	0	
šestisedačka	0	
trojsedačka	0	
dvojsedačka	0	
cyklosedačka	0	
autosedačka	0	
čtyřsedačka	0	
paropucha	0	
střídačka	0	
povídačka	0	
kolaudačka	0	
poudačka	0	
rekreačka	0	
šlahačka	0	
měchačka	0	
automíchačka	0	
píchačka	0	
šlehačka	0	
